DATE,YEAR,WEEK,% WEIGHTED ILI,REGIONAL ILI BASELINE,ABOVE BASELINE,IS FLUWEEK,AGE 0-4,AGE 5-24,AGE 25-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,TOTAL SPECIMENS,A (Subtyping not Performed),A (2009 H1N1),A (H1),A (H3),B,Bvic,Byam,AVG WIND SPEED MONTHLY,COOLING DAYS MONTHLY,HEATING DAYS MONTHLY,PRECIPITATION MONTHLY,AVG TEMP MONTHLY,POPULATION,VAXEFFECTIVENESS,VACCINERATENATIONAL,AWND,PRCP,TAVG
2004-03-21,2004,11,0.37033,0.78220271,0,0,14,25,15,7,61,77,17135,22,0,0,0,3,0,0,0,4.2,0.0,459.9,68.3,3.4,14206683,52,12.7,4.362857142857143,2.592857142857142,0.22857142857142865
2004-03-28,2004,12,0.36455,0.78220271,0,0,20,18,14,5,57,73,16914,12,0,0,0,2,0,0,0,4.2,0.0,459.9,68.3,3.4,14206683,52,12.7,4.428571428571429,1.542857142857143,4.570714285714286
2004-04-04,2004,13,0.375643,0.78220271,0,0,13,24,6,5,48,67,14959,25,0,0,0,1,1,0,0,4.4,2.9,265.4,158.5,9.6,14206683,52,12.7,3.888571428571429,11.221428571428572,4.503571428571429
2004-04-11,2004,14,0.234204,0.78220271,0,0,11,13,4,2,30,65,15850,12,0,0,0,0,1,0,0,4.4,2.9,265.4,158.5,9.6,14206683,52,12.7,4.442857142857142,0.1380952380952381,5.628571428571429
2004-04-18,2004,15,0.22988,0.78220271,0,0,7,15,11,1,34,65,15763,13,0,0,0,0,0,0,0,4.4,2.9,265.4,158.5,9.6,14206683,52,12.7,4.017142857142856,8.004761904761905,8.791428571428572
2004-04-25,2004,16,0.278676,0.78220271,0,0,7,19,10,2,38,62,15734,11,0,0,0,0,1,0,0,4.4,2.9,265.4,158.5,9.6,14206683,52,12.7,4.357142857142857,2.123809523809524,12.028571428571428
2004-05-02,2004,17,0.196463,0.78220271,0,0,10,8,2,3,23,59,13966,4,0,0,0,0,1,0,0,4.4,2.9,265.4,158.5,9.6,14206683,52,12.7,4.202857142857143,3.3404761904761906,13.725714285714286
2004-05-09,2004,18,0.194602,0.78220271,0,0,5,8,6,3,22,60,14059,11,0,0,0,0,0,0,0,3.6,14.3,116.6,88.4,15.0,14206683,52,12.7,4.071428571428571,3.2976190476190474,12.260000000000002
2004-05-16,2004,19,0.255417,0.78220271,0,0,13,8,6,2,29,59,13115,0,0,0,0,0,0,0,0,3.6,14.3,116.6,88.4,15.0,14206683,52,12.7,3.2199999999999998,1.219047619047619,16.52857142857143
2004-05-23,2004,20,0.270334,0.78220271,0,0,12,9,8,4,33,61,12443,14,0,0,0,0,0,0,0,3.6,14.3,116.6,88.4,15.0,14206683,52,12.7,3.177142857142857,4.226190476190476,14.977142857142857
2004-05-30,2004,21,0.135079,0.78220271,0,0,3,5,1,2,11,49,9031,5,0,0,0,0,0,0,0,3.6,14.3,116.6,88.4,15.0,14206683,52,12.7,3.3114285714285714,5.495238095238095,11.368571428571428
2004-06-06,2004,22,0.126672,0.78220271,0,0,1,6,3,0,10,48,7878,2,0,0,0,0,0,0,0,3.4,49.2,40.8,61.8,18.6,14206683,52,12.7,3.0857142857142854,3.183333333333333,14.411428571428573
2004-06-13,2004,23,0.110055,0.78220271,0,0,2,4,2,1,9,49,8567,9,0,0,0,0,0,0,0,3.4,49.2,40.8,61.8,18.6,14206683,52,12.7,3.4914285714285715,0.849047619047619,18.465714285714288
2004-06-20,2004,24,0.0692425,0.78220271,0,0,3,1,2,0,6,48,8391,0,0,0,0,0,0,0,0,3.4,49.2,40.8,61.8,18.6,14206683,52,12.7,3.4857142857142853,1.4238095238095236,20.865714285714287
2004-06-27,2004,25,0.106835,0.78220271,0,0,3,2,3,0,8,46,8204,6,0,0,0,0,0,0,0,3.4,49.2,40.8,61.8,18.6,14206683,52,12.7,3.2628571428571425,1.511904761904762,19.065714285714286
2004-07-04,2004,26,0.0932211,0.78220271,0,0,0,2,2,2,6,47,7716,25,0,0,0,0,0,0,0,3.0,89.0,5.9,100.9,21.0,14206683,52,12.7,2.8457142857142856,1.9076190476190475,20.75714285714286
2004-07-11,2004,27,0.0819327,0.78220271,0,0,1,2,3,0,6,46,7366,21,0,0,0,0,0,0,0,3.0,89.0,5.9,100.9,21.0,14206683,52,12.7,3.0399999999999996,4.007142857142857,21.114285714285717
2004-07-18,2004,28,0.0815108,0.78220271,0,0,1,2,2,1,6,46,7943,16,0,0,0,0,0,0,0,3.0,89.0,5.9,100.9,21.0,14206683,52,12.7,3.1371428571428566,2.7476190476190476,20.834285714285716
2004-07-25,2004,29,0.0464309,0.78220271,0,0,2,0,1,0,3,46,7776,14,0,0,0,0,0,0,0,3.0,89.0,5.9,100.9,21.0,14206683,52,12.7,2.874285714285714,2.7357142857142853,22.314285714285717
2004-08-01,2004,30,0.0658769,0.78220271,0,0,0,2,1,1,4,44,7278,17,0,0,0,0,0,0,0,3.0,89.0,5.9,100.9,21.0,14206683,52,12.7,2.948571428571428,3.55,22.122857142857146
2004-08-08,2004,31,0.0848927,0.78220271,0,0,0,3,3,0,6,41,7295,23,0,0,0,0,0,0,0,3.1,84.0,15.9,126.8,20.5,14206683,52,12.7,2.8542857142857136,2.435714285714286,21.065714285714286
2004-08-15,2004,32,0.126277,0.78220271,0,0,3,3,0,2,8,40,6744,21,0,0,0,0,0,0,0,3.1,84.0,15.9,126.8,20.5,14206683,52,12.7,3.337142857142857,8.371428571428572,22.385714285714283
2004-08-22,2004,33,0.237789,0.78220271,0,0,8,7,3,0,18,41,7617,16,0,0,0,0,0,0,0,3.1,84.0,15.9,126.8,20.5,14206683,52,12.7,2.6857142857142855,6.7333333333333325,20.565714285714286
2004-08-29,2004,34,0.119375,0.78220271,0,0,1,3,4,1,9,42,7408,16,0,0,0,0,0,0,0,3.1,84.0,15.9,126.8,20.5,14206683,52,12.7,2.871428571428571,1.3523809523809522,20.997142857142858
2004-09-05,2004,35,0.142689,0.78220271,0,0,1,6,2,1,10,41,8281,11,0,0,0,1,0,0,0,3.1,21.1,92.5,133.0,16.0,14206683,52,12.7,3.0057142857142862,1.7952380952380955,20.52
2004-09-12,2004,36,0.196144,0.78220271,0,0,3,7,2,0,12,32,7065,0,0,0,0,0,0,0,0,3.1,21.1,92.5,133.0,16.0,14206683,52,12.7,3.0571428571428565,5.516666666666666,19.231428571428573
2004-09-19,2004,37,0.161301,0.78220271,0,0,5,6,2,0,13,32,8488,22,0,0,0,0,0,0,0,3.1,21.1,92.5,133.0,16.0,14206683,52,12.7,3.2199999999999998,8.571428571428571,16.868571428571432
2004-09-26,2004,38,0.16898,0.78220271,0,0,1,8,2,0,11,33,8051,16,0,0,0,1,0,0,0,3.1,21.1,92.5,133.0,16.0,14206683,52,12.7,2.5485714285714285,0.12142857142857143,17.554285714285715
2004-10-03,2004,39,0.210513,0.78220271,0,0,2,6,6,0,14,33,8107,18,0,0,0,0,0,0,0,3.1,21.1,92.5,133.0,16.0,14206683,52,12.7,2.5828571428571427,5.778571428571429,14.534285714285716
2004-10-10,2004,40,0.339496,0.7577,0,0,15,37,25,8,85,101,24608,100,0,0,0,0,0,0,0,3.5,0.0,278.1,48.0,9.2,14206683,10,20.0,2.9314285714285715,0.05714285714285715,12.837142857142856
2004-10-17,2004,41,0.558476,0.7577,0,0,8,61,34,16,119,103,23987,137,1,0,0,0,0,0,0,3.5,0.0,278.1,48.0,9.2,14206683,10,20.0,4.048571428571429,4.121428571428572,12.257142857142856
2004-10-24,2004,42,0.417946,0.7577,0,0,14,34,39,18,105,105,25731,165,0,0,0,0,0,0,0,3.5,0.0,278.1,48.0,9.2,14206683,10,20.0,4.251428571428572,1.2976190476190477,8.01142857142857
2004-10-31,2004,43,0.501124,0.7577,0,0,19,41,47,12,119,108,27143,180,1,0,0,0,0,0,0,3.5,0.0,278.1,48.0,9.2,14206683,10,20.0,2.962857142857142,0.4119047619047619,9.265714285714285
2004-11-07,2004,44,0.524173,0.7577,0,0,30,58,46,12,146,115,28749,230,1,0,0,1,1,0,0,3.6,0.0,440.5,88.5,3.3,14206683,10,20.0,4.594285714285713,3.3214285714285716,7.548571428571429
2004-11-14,2004,45,0.656801,0.7577,0,0,52,86,54,22,214,117,28648,236,1,0,0,1,0,0,0,3.6,0.0,440.5,88.5,3.3,14206683,10,20.0,4.28,1.2885714285714285,2.3857142857142857
2004-11-21,2004,46,0.476583,0.7577,0,0,19,74,50,15,158,119,30338,204,2,0,0,1,0,0,0,3.6,0.0,440.5,88.5,3.3,14206683,10,20.0,1.7714285714285718,0.5619047619047619,6.222857142857142
2004-11-28,2004,47,0.553285,0.7577,0,0,34,60,39,14,147,120,21969,202,3,0,0,4,1,0,0,3.6,0.0,440.5,88.5,3.3,14206683,10,20.0,3.631428571428571,6.9261904761904765,5.725714285714287
2004-12-05,2004,48,0.825792,0.7577,1,0,29,95,67,69,260,126,31609,291,3,0,0,12,1,0,0,3.9,0.0,597.2,97.3,-0.9,14206683,10,20.0,3.877142857142857,3.9976190476190476,3.7371428571428575
2004-12-12,2004,49,0.942095,0.7577,1,1,46,134,70,42,292,127,30701,363,5,0,0,25,0,0,0,3.9,0.0,597.2,97.3,-0.9,14206683,10,20.0,3.4799999999999995,5.4333333333333345,2.4200000000000004
2004-12-19,2004,50,1.02618,0.7577,1,1,49,119,89,44,301,123,29180,413,23,0,0,43,0,0,0,3.9,0.0,597.2,97.3,-0.9,14206683,10,20.0,3.2571428571428567,0.3095238095238095,-2.02
2004-12-26,2004,51,1.86161,0.7577,1,1,71,152,141,67,431,119,22052,530,49,0,0,51,1,0,0,3.9,0.0,597.2,97.3,-0.9,14206683,10,20.0,4.162857142857143,4.90952380952381,-2.845714285714286
2005-01-02,2004,52,2.26991,0.7577,1,1,80,190,255,99,624,121,21986,733,100,0,0,88,0,0,0,3.9,0.0,597.2,97.3,-0.9,14206683,10,20.0,3.9057142857142852,0.7776190476190477,-1.8885714285714286
2005-01-09,2005,1,2.12314,0.7577,1,1,94,198,309,100,701,121,27306,915,187,0,0,60,7,0,0,4.6,0.0,720.7,90.4,-5.4,14216656,10,20.0,2.7028571428571433,5.1119047619047615,-0.048571428571428744
2005-01-16,2005,2,1.78665,0.7577,1,1,87,237,244,88,656,124,29195,861,140,0,0,27,7,0,0,4.6,0.0,720.7,90.4,-5.4,14216656,10,20.0,3.6542857142857144,4.078571428571428,-0.2028571428571431
2005-01-23,2005,3,2.12901,0.7577,1,1,91,285,237,84,697,124,29558,782,138,0,0,27,8,0,0,4.6,0.0,720.7,90.4,-5.4,14216656,10,20.0,5.417142857142857,2.2857142857142856,-12.074285714285717
2005-01-30,2005,4,1.95154,0.7577,1,1,102,259,241,76,678,123,30131,758,107,0,0,37,9,0,0,4.6,0.0,720.7,90.4,-5.4,14216656,10,20.0,3.9285714285714293,0.7023809523809524,-9.265714285714285
2005-02-06,2005,5,2.13153,0.7577,1,1,76,326,227,79,708,122,31434,874,134,0,0,23,18,0,0,4.0,0.0,574.1,66.7,-2.2,14216656,10,20.0,2.617142857142857,0.7404761904761904,-2.085714285714286
2005-02-13,2005,6,2.43037,0.7577,1,1,85,387,211,68,751,118,30562,707,105,0,0,19,15,0,0,4.0,0.0,574.1,66.7,-2.2,14216656,10,20.0,3.4628571428571426,2.988095238095238,0.6828571428571425
2005-02-20,2005,7,1.88066,0.7577,1,1,61,285,200,66,612,119,31626,757,71,0,0,10,36,0,0,4.0,0.0,574.1,66.7,-2.2,14216656,10,20.0,3.9257142857142857,3.502380952380952,-1.5542857142857145
2005-02-27,2005,8,1.51917,0.7577,1,1,55,174,168,59,456,117,27996,685,54,0,0,2,33,0,0,4.0,0.0,574.1,66.7,-2.2,14216656,10,20.0,3.7942857142857145,1.47952380952381,-4.868571428571429
2005-03-06,2005,9,1.19108,0.7577,1,1,65,123,157,32,377,115,27445,658,36,0,0,5,35,0,0,4.2,0.0,565.2,97.8,0.1,14216656,10,20.0,4.677142857142856,1.9214285714285715,-3.4771428571428564
2005-03-13,2005,10,0.898683,0.7577,1,1,47,98,121,38,304,111,25444,499,21,0,0,0,49,0,0,4.2,0.0,565.2,97.8,0.1,14216656,10,20.0,4.1657142857142855,4.085714285714286,-3.354285714285715
2005-03-20,2005,11,1.02891,0.7577,1,1,49,96,95,30,270,106,24369,469,21,0,0,1,51,0,0,4.2,0.0,565.2,97.8,0.1,14216656,10,20.0,3.9285714285714284,0.019047619047619046,1.9028571428571428
2005-03-27,2005,12,0.739875,0.7577,0,0,34,71,73,28,206,100,24711,418,7,0,0,3,51,0,0,4.2,0.0,565.2,97.8,0.1,14216656,10,20.0,3.1000000000000005,0.8166666666666667,2.6314285714285717
2005-04-03,2005,13,0.712584,0.7577,0,0,39,83,85,18,225,101,25455,441,5,0,0,0,38,0,0,4.4,0.9,266.3,127.1,9.3,14216656,10,20.0,4.137142857142857,13.783333333333333,6.5371428571428565
2005-04-10,2005,14,0.566726,0.7577,0,0,29,60,56,22,167,93,23612,296,3,0,0,0,29,0,0,4.4,0.9,266.3,127.1,9.3,14216656,10,20.0,3.2399999999999998,1.0523809523809524,9.608571428571429
2005-04-17,2005,15,0.423807,0.7577,0,0,15,39,52,14,120,88,22971,262,0,0,0,1,11,0,0,4.4,0.9,266.3,127.1,9.3,14216656,10,20.0,3.98,0.026190476190476188,6.985714285714286
2005-04-24,2005,16,0.367165,0.7577,0,0,21,29,46,13,109,90,22421,282,2,0,0,1,15,0,0,4.4,0.9,266.3,127.1,9.3,14216656,10,20.0,4.188571428571429,6.9923809523809535,11.92
2005-05-01,2005,17,0.352148,0.7577,0,0,22,35,37,13,107,87,22744,262,1,0,0,0,7,0,0,4.4,0.9,266.3,127.1,9.3,14216656,10,20.0,3.891428571428572,5.921428571428571,10.062857142857142
2005-05-08,2005,18,0.288108,0.7577,0,0,12,34,40,10,96,85,21686,179,0,0,0,1,9,0,0,3.6,0.1,221.6,99.8,11.2,14216656,10,20.0,4.4714285714285715,2.1666666666666665,8.694285714285716
2005-05-15,2005,19,0.256113,0.7577,0,0,9,16,6,4,35,82,18594,189,0,0,0,0,0,0,0,3.6,0.1,221.6,99.8,11.2,14216656,10,20.0,3.7,0.5523809523809524,12.205714285714285
2005-05-22,2005,20,0.282222,0.7577,0,0,10,8,3,12,33,77,17024,188,0,0,0,0,1,0,0,3.6,0.1,221.6,99.8,11.2,14216656,10,20.0,3.085714285714286,1.9785714285714282,11.654285714285715
2005-05-29,2005,21,0.339427,0.7577,0,0,7,16,9,7,39,69,14669,202,0,0,0,0,0,0,0,3.6,0.1,221.6,99.8,11.2,14216656,10,20.0,4.694285714285715,7.695238095238095,12.217142857142859
2005-06-05,2005,22,0.330023,0.7577,0,0,10,4,8,1,23,64,13968,221,0,0,0,0,0,0,0,3.4,100.5,27.2,73.7,20.9,14216656,10,20.0,2.488571428571429,0.5095238095238095,17.657142857142855
2005-06-12,2005,23,0.37006,0.7577,0,0,11,12,8,4,35,60,15041,145,0,0,0,0,0,0,0,3.4,100.5,27.2,73.7,20.9,14216656,10,20.0,3.242857142857143,1.988095238095238,22.985714285714288
2005-06-19,2005,24,0.276483,0.7577,0,0,4,9,9,2,24,57,13299,123,0,0,0,0,0,0,0,3.4,100.5,27.2,73.7,20.9,14216656,10,20.0,2.8657142857142857,5.17857142857143,17.43714285714286
2005-06-26,2005,25,0.863142,0.7577,1,0,8,11,4,1,24,55,12600,148,0,0,0,2,0,0,0,3.4,100.5,27.2,73.7,20.9,14216656,10,20.0,3.1685714285714286,0.6714285714285715,21.3
2005-07-03,2005,26,0.293913,0.7577,0,0,13,7,4,0,24,58,13224,86,0,0,0,0,0,0,0,3.0,134.3,4.9,78.5,22.5,14216656,10,20.0,2.8742857142857146,2.169047619047619,22.224285714285713
2005-07-10,2005,27,0.305547,0.7577,0,0,3,7,11,0,21,57,11836,62,0,0,0,0,0,0,0,3.0,134.3,4.9,78.5,22.5,14216656,10,20.0,3.5828571428571427,7.685714285714286,19.874285714285715
2005-07-17,2005,28,0.286238,0.7577,0,0,12,7,11,2,32,56,13140,66,0,0,0,0,0,0,0,3.0,134.3,4.9,78.5,22.5,14216656,10,20.0,2.994285714285714,0.5571428571428572,23.617142857142856
2005-07-24,2005,29,0.302662,0.7577,0,0,8,5,9,1,23,55,12532,72,0,0,0,0,1,0,0,3.0,134.3,4.9,78.5,22.5,14216656,10,20.0,2.8714285714285714,0.6919047619047618,24.987857142857145
2005-07-31,2005,30,0.236814,0.7577,0,0,5,9,7,0,21,55,12577,63,0,0,0,0,0,0,0,3.0,134.3,4.9,78.5,22.5,14216656,10,20.0,3.2199999999999998,2.4619047619047616,23.311428571428568
2005-08-07,2005,31,0.252493,0.7577,0,0,5,5,5,0,15,53,10849,61,0,0,0,0,0,0,0,3.1,124.9,13.7,82.4,21.8,14216656,10,20.0,2.8400000000000003,1.619047619047619,21.8
2005-08-14,2005,32,0.59217,0.7577,0,0,3,10,3,0,16,51,9787,49,0,0,0,0,0,0,0,3.1,124.9,13.7,82.4,21.8,14216656,10,20.0,2.7714285714285714,2.2261904761904763,21.8
2005-08-21,2005,33,1.68787,0.7577,1,0,8,14,2,1,25,52,11211,40,0,0,1,0,0,0,0,3.1,124.9,13.7,82.4,21.8,14216656,10,20.0,2.7028571428571424,2.1285714285714286,21.8
2005-08-28,2005,34,0.531262,0.7577,0,0,8,8,6,0,22,52,11352,61,0,0,0,0,0,0,0,3.1,124.9,13.7,82.4,21.8,14216656,10,20.0,2.66,0.6142857142857142,21.8
2005-09-04,2005,35,0.162052,0.7577,0,0,3,3,8,0,14,52,11642,59,0,0,0,0,0,0,0,3.1,44.0,69.8,83.9,17.4,14216656,10,20.0,3.2942857142857145,5.316190476190476,17.4
2005-09-11,2005,36,0.399874,0.7577,0,0,4,12,9,0,25,53,11714,54,0,0,0,0,0,0,0,3.1,44.0,69.8,83.9,17.4,14216656,10,20.0,2.365714285714286,0.0738095238095238,17.4
2005-09-18,2005,37,0.339013,0.7577,0,0,1,9,7,4,21,49,12211,68,0,0,0,0,0,0,0,3.1,44.0,69.8,83.9,17.4,14216656,10,20.0,2.557142857142857,4.907142857142857,17.4
2005-09-25,2005,38,0.523094,0.7577,0,0,7,16,6,1,30,52,13165,87,0,0,0,0,0,0,0,3.1,44.0,69.8,83.9,17.4,14216656,10,20.0,3.0885714285714285,0.3404761904761905,17.4
2005-10-02,2005,39,0.307704,0.7577,0,0,12,10,11,2,35,53,12491,109,0,0,0,0,0,0,0,3.1,6.9,216.1,351.4,11.6,14216656,10,20.0,3.2028571428571424,3.5595238095238098,11.6
2005-10-09,2005,40,0.641896,0.88594986,0,0,34,76,42,15,167,105,25636,144,0,0,0,0,0,0,0,3.5,6.9,216.1,351.4,11.6,14216656,21,25.6,3.051428571428571,14.87142857142857,11.6
2005-10-16,2005,41,0.569113,0.88594986,0,0,23,66,55,12,156,111,26009,151,0,0,0,0,0,0,0,3.5,6.9,216.1,351.4,11.6,14216656,21,25.6,5.071428571428571,19.22380952380953,11.6
2005-10-23,2005,42,0.713138,0.88594986,0,0,35,92,71,18,216,111,29519,162,0,0,0,0,0,0,0,3.5,6.9,216.1,351.4,11.6,14216656,21,25.6,3.7371428571428567,4.7,11.6
2005-10-30,2005,43,0.797598,0.88594986,0,0,32,103,63,20,218,113,30427,189,0,0,0,0,1,0,0,3.5,6.9,216.1,351.4,11.6,14216656,21,25.6,3.5840000000000005,1.0893333333333333,11.6
2005-11-06,2005,44,0.704781,0.88594986,0,0,43,114,53,14,224,118,32872,243,0,0,0,0,0,0,0,3.6,0.0,378.9,134.5,5.7,14216656,21,25.6,2.9971428571428573,1.016190476190476,5.7
2005-11-13,2005,45,0.885654,0.88594986,0,0,57,133,88,24,302,119,33089,256,1,0,0,0,1,0,0,3.6,0.0,378.9,134.5,5.7,14216656,21,25.6,3.62,2.756190476190476,5.7
2005-11-20,2005,46,0.905434,0.88594986,1,0,73,120,84,16,293,118,33039,303,0,0,0,0,0,0,0,3.6,0.0,378.9,134.5,5.7,14216656,21,25.6,3.1566666666666667,4.966666666666668,5.7
2005-11-27,2005,47,1.01245,0.88594986,1,1,66,92,76,24,258,121,24132,247,0,0,0,0,0,0,0,3.6,0.0,378.9,134.5,5.7,14216656,21,25.6,3.564,10.914,5.7
2005-12-04,2005,48,0.835424,0.88594986,0,0,56,129,68,17,270,120,32320,290,1,0,1,2,0,0,0,3.9,0.0,629.7,96.0,-2.0,14216656,21,25.6,3.9133333333333336,5.034999999999999,-2.0
2005-12-11,2005,49,1.09397,0.88594986,1,0,55,128,78,20,281,117,29521,273,1,0,0,2,0,0,0,3.9,0.0,629.7,96.0,-2.0,14216656,21,25.6,3.545,0.25416666666666665,-2.0
2005-12-18,2005,50,0.995161,0.88594986,1,1,84,104,60,19,267,117,28450,353,2,0,0,2,0,0,0,3.9,0.0,629.7,96.0,-2.0,14216656,21,25.6,3.265714285714286,2.9595238095238097,-2.0
2005-12-25,2005,51,0.949622,0.88594986,1,1,69,86,53,23,231,113,26286,366,7,0,0,3,0,0,0,3.9,0.0,629.7,96.0,-2.0,14216656,21,25.6,2.497142857142857,1.6690476190476191,-2.0
2006-01-01,2005,52,1.34843,0.88594986,1,1,93,94,79,27,293,112,21626,533,13,0,0,12,2,0,0,3.9,0.0,629.7,96.0,-2.0,14216656,21,25.6,3.0533333333333332,6.141666666666666,-2.0
2006-01-08,2006,1,1.1264,0.88594986,1,1,55,72,77,35,239,112,24181,559,20,0,0,7,4,0,0,4.0,0.0,552.3,105.9,-0.5,14245540,21,25.6,2.642857142857143,2.1785714285714284,-0.5
2006-01-15,2006,2,0.988789,0.88594986,1,1,53,102,97,20,272,113,27847,481,21,0,0,9,0,0,0,4.0,0.0,552.3,105.9,-0.5,14245540,21,25.6,3.7628571428571433,6.304761904761904,-0.5
